"","sI","tI","rho","aF","av_accuracy","av_search","av_accuracy_s1","av_accuracy_s0"
"1",3.94715387554275,1,0.2,TRUE,0.6,0.300999604452797,0.855445582962311,0.925403113883484
"2",3.63665788868146,1,0.2,FALSE,0.608333333333333,0.30539791649896,NA,NA
"3",3.3699780448092,1,0.2,FALSE,0.616666666666667,0.309087489033602,NA,NA
"4",3.13834420066129,1,0.2,TRUE,0.625,0.302923003535642,0.856231731092831,0.926665224653215
"5",2.93517811393803,1,0.2,FALSE,0.633333333333333,0.306045047464836,NA,NA
"6",2.75544873003645,1,0.2,FALSE,0.641666666666667,0.30039333138412,NA,NA
"7",2.59524236883453,1,0.2,TRUE,0.65,0.303046528445123,0.857383688324045,0.928228084365887
"8",2.45146863731555,1,0.2,FALSE,0.658333333333333,0.297774059489715,NA,NA
"9",2.32165456342262,1,0.2,FALSE,0.666666666666667,0.297326846371145,NA,NA
"10",2.20379754343486,1,0.2,TRUE,0.675,0.299247313053818,0.858738867927304,0.929695118655197
"11",2.09625838876281,1,0.2,FALSE,0.683333333333333,0.294257992781901,NA,NA
"12",1.99768226719199,1,0.2,FALSE,0.691666666666667,0.293171665721341,NA,NA
"13",1.90693940178649,1,0.2,TRUE,0.7,0.288425302872869,0.860073157189304,0.930446107375374
"14",1.82307999427325,1,0.2,FALSE,0.708333333333333,0.28123634303866,NA,NA
"15",1.74529954205237,1,0.2,FALSE,0.716666666666667,0.279875752321726,NA,NA
"16",1.6729118528206,1,0.2,TRUE,0.725,0.278299101736915,0.862028915487135,0.932227600979931
"17",1.60532783081546,1,0.2,FALSE,0.733333333333333,0.27132486374981,NA,NA
"18",1.54203863967302,1,0.2,FALSE,0.741666666666667,0.269555673264737,NA,NA
"19",1.4826022185056,1,0.2,TRUE,0.75,0.262789122019022,0.864195050078227,0.933740718812775
"20",1.42663239143331,1,0.2,FALSE,0.758333333333333,0.256214062114941,NA,NA
"21",1.37379000016445,1,0.2,FALSE,0.766666666666667,0.249816650650354,NA,NA
"22",1.32377562678085,1,0.2,TRUE,0.775,0.245417935497648,0.86691655547892,0.935810881375456
"23",1.2763235748324,1,0.2,FALSE,0.783333333333333,0.239224954140573,NA,NA
"24",1.23119685157517,1,0.2,FALSE,0.791666666666667,0.229237161414579,NA,NA
"25",1.18818294989389,1,0.2,FALSE,0.8,0.224976012103305,NA,NA
"26",1.14709027015194,1,0.2,FALSE,0.808333333333333,0.215626285477545,NA,NA
"27",1.10774505342706,1,0.2,FALSE,0.816666666666667,0.207990782282075,NA,NA
"28",1.06998872076887,1,0.2,TRUE,0.825,0.200572745492291,0.874058263430441,0.940885698642585
"29",1.03367552992392,1,0.2,FALSE,0.833333333333333,0.190220481189294,NA,NA
"30",0.998670472471017,1,0.2,FALSE,0.841666666666667,0.17944335610454,NA,NA
"31",0.964847341022481,1,0.2,TRUE,0.85,0.170253746333818,0.878355028586685,0.943539237620555
"32",0.932086898072079,1,0.2,FALSE,0.858333333333333,0.157448020618911,NA,NA
"33",0.900275074571871,1,0.2,FALSE,0.866666666666667,0.145062563714746,NA,NA
"34",0.869301115868934,1,0.2,TRUE,0.875,0.128115090928156,0.882522732213878,0.945283336578401
"35",0.839055572294523,1,0.2,FALSE,0.883333333333333,0.111456005809398,NA,NA
"36",0.809427996123455,1,0.2,FALSE,0.891666666666667,0.0946235674306205,NA,NA
"37",0.780304146072379,1,0.2,TRUE,0.9,0.0741439528104364,0.886557141645934,0.946548117513989
"38",0.751562396849177,1,0.2,FALSE,0.908333333333333,0.0530371006988024,NA,NA
"39",0.723068869494362,1,0.2,FALSE,0.916666666666667,0.0263943665789819,NA,NA
"40",0.694670467571009,1,0.2,FALSE,0.925,0,NA,NA
"41",0.666184373143596,1,0.2,FALSE,0.933333333333333,0,NA,NA
"42",0.637381277718624,1,0.2,FALSE,0.941666666666667,0,NA,NA
"43",0.607956831911769,1,0.2,TRUE,0.95,0,NA,0.962603904772926
"44",3.94715387554275,1.5,0.2,TRUE,0.6,0.556262371166907,0.855633112449771,0.881927166177339
"45",3.63665788868146,1.5,0.2,FALSE,0.608333333333333,0.556230085138371,NA,NA
"46",3.3699780448092,1.5,0.2,FALSE,0.616666666666667,0.552226786275027,NA,NA
"47",3.13834420066129,1.5,0.2,TRUE,0.625,0.548192289756741,0.856556307418302,0.88368029447266
"48",2.93517811393803,1.5,0.2,FALSE,0.633333333333333,0.5411723745041,NA,NA
"49",2.75544873003645,1.5,0.2,FALSE,0.641666666666667,0.537510688789674,NA,NA
"50",2.59524236883453,1.5,0.2,TRUE,0.65,0.533870342794655,0.857791999182336,0.885492574221648
"51",2.45146863731555,1.5,0.2,FALSE,0.658333333333333,0.526376693766565,NA,NA
"52",2.32165456342262,1.5,0.2,FALSE,0.666666666666667,0.522859992834623,NA,NA
"53",2.20379754343486,1.5,0.2,TRUE,0.675,0.515555912607211,0.859444804844908,0.887974751186912
"54",2.09625838876281,1.5,0.2,FALSE,0.683333333333333,0.508379421350872,NA,NA
"55",1.99768226719199,1.5,0.2,FALSE,0.691666666666667,0.501345663575483,NA,NA
"56",1.90693940178649,1.5,0.2,TRUE,0.7,0.489374970430913,0.86136743843331,0.890217345572231
"57",1.82307999427325,1.5,0.2,FALSE,0.708333333333333,0.482815137746758,NA,NA
"58",1.74529954205237,1.5,0.2,FALSE,0.716666666666667,0.471647095209684,NA,NA
"59",1.6729118528206,1.5,0.2,TRUE,0.725,0.461934848896307,0.863949233242978,0.893586205268896
"60",1.60532783081546,1.5,0.2,FALSE,0.733333333333333,0.447132732736848,NA,NA
"61",1.54203863967302,1.5,0.2,FALSE,0.741666666666667,0.438146974515208,NA,NA
"62",1.4826022185056,1.5,0.2,TRUE,0.75,0.421753041849117,0.866594626775626,0.895804045260233
"63",1.42663239143331,1.5,0.2,FALSE,0.758333333333333,0.409015309372164,NA,NA
"64",1.37379000016445,1.5,0.2,FALSE,0.766666666666667,0.391986545060564,NA,NA
"65",1.32377562678085,1.5,0.2,TRUE,0.775,0.378949788785858,0.869897997228268,0.899063930830405
"66",1.2763235748324,1.5,0.2,FALSE,0.783333333333333,0.361249282860782,NA,NA
"67",1.23119685157517,1.5,0.2,FALSE,0.791666666666667,0.344158839874064,NA,NA
"68",1.18818294989389,1.5,0.2,FALSE,0.8,0.327147978246349,NA,NA
"69",1.14709027015194,1.5,0.2,FALSE,0.808333333333333,0.30987064463655,NA,NA
"70",1.10774505342706,1.5,0.2,FALSE,0.816666666666667,0.289504656811676,NA,NA
"71",1.06998872076887,1.5,0.2,TRUE,0.825,0.2692494069855,0.877595142874551,0.905455491591945
"72",1.03367552992392,1.5,0.2,FALSE,0.833333333333333,0.249862371383718,NA,NA
"73",0.998670472471017,1.5,0.2,FALSE,0.841666666666667,0.227470245695583,NA,NA
"74",0.964847341022481,1.5,0.2,TRUE,0.85,0.200105808558039,0.881618474114085,0.908689671283387
"75",0.932086898072079,1.5,0.2,FALSE,0.858333333333333,0.174354715717387,NA,NA
"76",0.900275074571871,1.5,0.2,FALSE,0.866666666666667,0.147980425642391,NA,NA
"77",0.869301115868934,1.5,0.2,TRUE,0.875,0.122012218504918,0.885174862377308,0.912581595974838
"78",0.839055572294523,1.5,0.2,FALSE,0.883333333333333,0.0948957814354555,NA,NA
"79",0.809427996123455,1.5,0.2,FALSE,0.891666666666667,0.0690502102640679,NA,NA
"80",0.780304146072379,1.5,0.2,TRUE,0.9,0.0460084958306993,0.887569394440745,0.918978319739223
"81",0.751562396849177,1.5,0.2,FALSE,0.908333333333333,0.0263065620457014,NA,NA
"82",0.723068869494362,1.5,0.2,FALSE,0.916666666666667,0.00920142880791308,NA,NA
"83",0.694670467571009,1.5,0.2,FALSE,0.925,0,NA,NA
"84",0.666184373143596,1.5,0.2,FALSE,0.933333333333333,0,NA,NA
"85",0.637381277718624,1.5,0.2,FALSE,0.941666666666667,0,NA,NA
"86",0.607956831911769,1.5,0.2,TRUE,0.95,0,NA,0.953577289394887
"87",3.94715387554275,2,0.2,TRUE,0.6,0.730538926494267,0.855100390866494,0.855857033295068
"88",3.63665788868146,2,0.2,FALSE,0.608333333333333,0.722307484748252,NA,NA
"89",3.3699780448092,2,0.2,FALSE,0.616666666666667,0.720054167635585,NA,NA
"90",3.13834420066129,2,0.2,TRUE,0.625,0.714040277004065,0.856370041237126,0.858295418413733
"91",2.93517811393803,2,0.2,FALSE,0.633333333333333,0.70323091230201,NA,NA
"92",2.75544873003645,2,0.2,FALSE,0.641666666666667,0.696859172838085,NA,NA
"93",2.59524236883453,2,0.2,TRUE,0.65,0.687122315808474,0.857952047417189,0.860133341165173
"94",2.45146863731555,2,0.2,FALSE,0.658333333333333,0.678609172894621,NA,NA
"95",2.32165456342262,2,0.2,FALSE,0.666666666666667,0.665345442996025,NA,NA
"96",2.20379754343486,2,0.2,TRUE,0.675,0.657075916873827,0.86016255234324,0.863118850872322
"97",2.09625838876281,2,0.2,FALSE,0.683333333333333,0.641349765387778,NA,NA
"98",1.99768226719199,2,0.2,FALSE,0.691666666666667,0.630312051928871,NA,NA
"99",1.90693940178649,2,0.2,TRUE,0.7,0.613675977398345,0.862620068706968,0.865017878438882
"100",1.82307999427325,2,0.2,FALSE,0.708333333333333,0.596546712391876,NA,NA
"101",1.74529954205237,2,0.2,FALSE,0.716666666666667,0.578699844323146,NA,NA
"102",1.6729118528206,2,0.2,TRUE,0.725,0.560799555380372,0.865506537438078,0.866984144916925
"103",1.60532783081546,2,0.2,FALSE,0.733333333333333,0.53807728157497,NA,NA
"104",1.54203863967302,2,0.2,FALSE,0.741666666666667,0.519612907928866,NA,NA
"105",1.4826022185056,2,0.2,TRUE,0.75,0.49648871179788,0.868716899378107,0.868738254147765
"106",1.42663239143331,2,0.2,FALSE,0.758333333333333,0.47342690751049,NA,NA
"107",1.37379000016445,2,0.2,FALSE,0.766666666666667,0.45021651595601,NA,NA
"108",1.32377562678085,2,0.2,TRUE,0.775,0.427195467725777,0.872536041211057,0.871615782552762
"109",1.2763235748324,2,0.2,FALSE,0.783333333333333,0.400064625432664,NA,NA
"110",1.23119685157517,2,0.2,FALSE,0.791666666666667,0.377421021225491,NA,NA
"111",1.18818294989389,2,0.2,FALSE,0.8,0.351159879187994,NA,NA
"112",1.14709027015194,2,0.2,FALSE,0.808333333333333,0.321558987423565,NA,NA
"113",1.10774505342706,2,0.2,FALSE,0.816666666666667,0.29294459681742,NA,NA
"114",1.06998872076887,2,0.2,TRUE,0.825,0.261904364391831,0.881190761273395,0.879240704474625
"115",1.03367552992392,2,0.2,FALSE,0.833333333333333,0.229172313268544,NA,NA
"116",0.998670472471017,2,0.2,FALSE,0.841666666666667,0.195628012591592,NA,NA
"117",0.964847341022481,2,0.2,TRUE,0.85,0.162270735042223,0.885019871259963,0.88403196108595
"118",0.932086898072079,2,0.2,FALSE,0.858333333333333,0.130169165432751,NA,NA
"119",0.900275074571871,2,0.2,FALSE,0.866666666666667,0.0983889424409197,NA,NA
"120",0.869301115868934,2,0.2,TRUE,0.875,0.0706700411670707,0.887977565697185,0.892097574416506
"121",0.839055572294523,2,0.2,FALSE,0.883333333333333,0.0465417496816538,NA,NA
"122",0.809427996123455,2,0.2,FALSE,0.891666666666667,0.0282126595248407,NA,NA
"123",0.780304146072379,2,0.2,TRUE,0.9,0.01438603637273,0.889581900360428,0.906293609424946
"124",0.751562396849177,2,0.2,FALSE,0.908333333333333,0.00620389711257173,NA,NA
"125",0.723068869494362,2,0.2,FALSE,0.916666666666667,0.00198265853520008,NA,NA
"126",0.694670467571009,2,0.2,FALSE,0.925,0.000394315484162506,NA,NA
"127",0.666184373143596,2,0.2,FALSE,0.933333333333333,3.23757814227322e-05,NA,NA
"128",0.637381277718624,2,0.2,FALSE,0.941666666666667,0,NA,NA
"129",0.607956831911769,2,0.2,TRUE,0.95,0,NA,0.950945371789819
"130",3.94715387554275,3,0.2,TRUE,0.6,0.908401841220033,0.853577246552017,0.827658729152806
"131",3.63665788868146,3,0.2,FALSE,0.608333333333333,0.901240308028395,NA,NA
"132",3.3699780448092,3,0.2,FALSE,0.616666666666667,0.894524867941708,NA,NA
"133",3.13834420066129,3,0.2,TRUE,0.625,0.886162350421938,0.855694001673456,0.828724108092611
"134",2.93517811393803,3,0.2,FALSE,0.633333333333333,0.876782245062846,NA,NA
"135",2.75544873003645,3,0.2,FALSE,0.641666666666667,0.866399656059079,NA,NA
"136",2.59524236883453,3,0.2,TRUE,0.65,0.85270530661868,0.858377081650174,0.829173376426031
"137",2.45146863731555,3,0.2,FALSE,0.658333333333333,0.838154783070142,NA,NA
"138",2.32165456342262,3,0.2,FALSE,0.666666666666667,0.822740895240177,NA,NA
"139",2.20379754343486,3,0.2,TRUE,0.675,0.806534840305891,0.861554337816572,0.829393432693357
"140",2.09625838876281,3,0.2,FALSE,0.683333333333333,0.789563515309649,NA,NA
"141",1.99768226719199,3,0.2,FALSE,0.691666666666667,0.768394029007371,NA,NA
"142",1.90693940178649,3,0.2,TRUE,0.7,0.746261284322031,0.8652112124881,0.82991660171201
"143",1.82307999427325,3,0.2,FALSE,0.708333333333333,0.723235903661185,NA,NA
"144",1.74529954205237,3,0.2,FALSE,0.716666666666667,0.699364920726713,NA,NA
"145",1.6729118528206,3,0.2,TRUE,0.725,0.670788893416564,0.869337186494934,0.831242832999969
"146",1.60532783081546,3,0.2,FALSE,0.733333333333333,0.641348300877607,NA,NA
"147",1.54203863967302,3,0.2,FALSE,0.741666666666667,0.611209208364786,NA,NA
"148",1.4826022185056,3,0.2,TRUE,0.75,0.576281775706378,0.87381375095155,0.833311636158888
"149",1.42663239143331,3,0.2,FALSE,0.758333333333333,0.54090096064471,NA,NA
"150",1.37379000016445,3,0.2,FALSE,0.766666666666667,0.501017426502355,NA,NA
"151",1.32377562678085,3,0.2,TRUE,0.775,0.461233229353482,0.878528046846085,0.836398963206511
"152",1.2763235748324,3,0.2,FALSE,0.783333333333333,0.417700740174722,NA,NA
"153",1.23119685157517,3,0.2,FALSE,0.791666666666667,0.375174042965765,NA,NA
"154",1.18818294989389,3,0.2,FALSE,0.8,0.33017206885206,NA,NA
"155",1.14709027015194,3,0.2,FALSE,0.808333333333333,0.280076187618721,NA,NA
"156",1.10774505342706,3,0.2,FALSE,0.816666666666667,0.230422103974336,NA,NA
"157",1.06998872076887,3,0.2,TRUE,0.825,0.182822732747813,0.88763144667053,0.847514582338597
"158",1.03367552992392,3,0.2,FALSE,0.833333333333333,0.138915867808327,NA,NA
"159",0.998670472471017,3,0.2,FALSE,0.841666666666667,0.0981958077491255,NA,NA
"160",0.964847341022481,3,0.2,TRUE,0.85,0.0647610015253716,0.891314655741784,0.858841405299426
"161",0.932086898072079,3,0.2,FALSE,0.858333333333333,0.0381041360969277,NA,NA
"162",0.900275074571871,3,0.2,FALSE,0.866666666666667,0.0198147884023979,NA,NA
"163",0.869301115868934,3,0.2,TRUE,0.875,0.00867807852935577,0.894013873397446,0.876933080297329
"164",0.839055572294523,3,0.2,FALSE,0.883333333333333,0.00323536166519676,NA,NA
"165",0.809427996123455,3,0.2,FALSE,0.891666666666667,0.000873897292927644,NA,NA
"166",0.780304146072379,3,0.2,TRUE,0.9,0.000178644611184922,0.89881853404356,0.900351971143427
"167",0.751562396849177,3,0.2,FALSE,0.908333333333333,2.38367542850901e-05,NA,NA
"168",0.723068869494362,3,0.2,FALSE,0.916666666666667,0,NA,NA
"169",0.694670467571009,3,0.2,FALSE,0.925,0,NA,NA
"170",0.666184373143596,3,0.2,FALSE,0.933333333333333,0,NA,NA
"171",0.637381277718624,3,0.2,FALSE,0.941666666666667,0,NA,NA
"172",0.607956831911769,3,0.2,TRUE,0.95,0,NA,0.950000621540893
"173",3.94715387554275,4,0.2,TRUE,0.6,0.973905712569067,0.852220334054022,0.81087957016507
"174",3.63665788868146,4,0.2,FALSE,0.608333333333333,0.969997782559434,NA,NA
"175",3.3699780448092,4,0.2,FALSE,0.616666666666667,0.964610435591663,NA,NA
"176",3.13834420066129,4,0.2,TRUE,0.625,0.959830094122752,0.85519888638236,0.810840142568375
"177",2.93517811393803,4,0.2,FALSE,0.633333333333333,0.953280340408126,NA,NA
"178",2.75544873003645,4,0.2,FALSE,0.641666666666667,0.946061358698274,NA,NA
"179",2.59524236883453,4,0.2,TRUE,0.65,0.936528857271203,0.858815884156745,0.810067489243024
"180",2.45146863731555,4,0.2,FALSE,0.658333333333333,0.927761818732745,NA,NA
"181",2.32165456342262,4,0.2,FALSE,0.666666666666667,0.916327543628084,NA,NA
"182",2.20379754343486,4,0.2,TRUE,0.675,0.9016888637548,0.863052666578663,0.810064050863833
"183",2.09625838876281,4,0.2,FALSE,0.683333333333333,0.887925774887325,NA,NA
"184",1.99768226719199,4,0.2,FALSE,0.691666666666667,0.868010851238144,NA,NA
"185",1.90693940178649,4,0.2,TRUE,0.7,0.848975127605118,0.867788571406084,0.810644803792656
"186",1.82307999427325,4,0.2,FALSE,0.708333333333333,0.825530702790675,NA,NA
"187",1.74529954205237,4,0.2,FALSE,0.716666666666667,0.797072004627956,NA,NA
"188",1.6729118528206,4,0.2,TRUE,0.725,0.766477869377041,0.872806812973159,0.811410409429401
"189",1.60532783081546,4,0.2,FALSE,0.733333333333333,0.730254040686501,NA,NA
"190",1.54203863967302,4,0.2,FALSE,0.741666666666667,0.68802560504313,NA,NA
"191",1.4826022185056,4,0.2,TRUE,0.75,0.643684354274627,0.877947777495747,0.812981133154306
"192",1.42663239143331,4,0.2,FALSE,0.758333333333333,0.593564764982003,NA,NA
"193",1.37379000016445,4,0.2,FALSE,0.766666666666667,0.538015961378234,NA,NA
"194",1.32377562678085,4,0.2,TRUE,0.775,0.473556984071025,0.883005965411657,0.815994842441561
"195",1.2763235748324,4,0.2,FALSE,0.783333333333333,0.410003222060694,NA,NA
"196",1.23119685157517,4,0.2,FALSE,0.791666666666667,0.344822493420617,NA,NA
"197",1.18818294989389,4,0.2,FALSE,0.8,0.272976143304502,NA,NA
"198",1.14709027015194,4,0.2,FALSE,0.808333333333333,0.20580223601171,NA,NA
"199",1.10774505342706,4,0.2,FALSE,0.816666666666667,0.141174325068692,NA,NA
"200",1.06998872076887,4,0.2,TRUE,0.825,0.0888870730012399,0.891830666082881,0.832346399466362
"201",1.03367552992392,4,0.2,FALSE,0.833333333333333,0.048876349610801,NA,NA
"202",0.998670472471017,4,0.2,FALSE,0.841666666666667,0.0228915746308699,NA,NA
"203",0.964847341022481,4,0.2,TRUE,0.85,0.00845954722012147,0.895256812506559,0.850842320172212
"204",0.932086898072079,4,0.2,FALSE,0.858333333333333,0.00220205005603273,NA,NA
"205",0.900275074571871,4,0.2,FALSE,0.866666666666667,0.000378581278214558,NA,NA
